措惑楷岿,夸老,档馒矫埃,免惯 矫焙备 内靛,档馒 矫焙备 内靛,己喊,唱捞,捞悼蜡屈,乞闭 捞悼 矫埃(盒),捞悼牢备(钦)
202003,老,04,11170,11220,M,60,EE,10,3.53
202003,老,04,11170,11230,F,15,EH,30,3.99
202003,老,04,11170,11230,F,15,EE,10,4.08
202003,老,04,11170,11230,F,30,EH,20,*
202003,老,04,11170,11230,F,60,EE,30,3.83
202003,老,04,11170,11230,M,20,EW,50,*
202003,老,04,11170,11230,M,20,EE,40,*
202003,老,04,11170,11230,M,25,WW,20,4.56
202003,老,04,11170,11230,M,25,HW,20,*
202003,老,04,11170,11230,M,25,HE,20,*
202003,老,04,11170,11230,M,25,EH,20,*
202003,老,04,11170,11230,M,30,HW,20,4.76
202003,老,04,11170,11230,M,30,EH,60,*
202003,老,04,11170,11230,M,30,EW,20,*
202003,老,04,11170,11230,M,35,WE,20,*
202003,老,04,11170,11230,M,35,HH,20,*
202003,老,04,11170,11230,M,40,EH,50,5.99
202003,老,04,11170,11230,M,40,WH,10,15.06
202003,老,04,11170,11230,M,45,EH,20,6.33
202003,老,04,11170,11230,M,55,EE,60,3.3
202003,老,04,11170,11230,M,60,WE,110,3.53
202003,老,04,11170,11230,M,60,HE,20,3.49
202003,老,04,11170,11240,F,45,WH,20,3.32
202003,老,04,11170,11240,M,35,WE,30,*
202003,老,04,11170,11240,M,45,WH,20,3.18
202003,老,04,11170,11240,M,45,EE,50,3.18
202003,老,04,11170,11240,M,50,EH,60,3.31
202003,老,04,11170,11240,M,55,WE,20,3.33
202003,老,04,11170,11240,M,55,HW,10,6.05
202003,老,04,11170,11240,M,55,EE,60,3.26
202003,老,04,11170,11240,M,65,WW,30,4.08
202003,老,04,11170,11250,F,25,EH,40,*
202003,老,04,11170,11250,F,30,EH,20,*
202003,老,04,11170,11250,M,30,WH,30,4.76
202003,老,04,11170,11250,M,35,WH,20,*
202003,老,04,11170,11250,M,40,EH,20,3.01
202003,老,04,11170,11250,M,65,EE,20,4.08
202003,老,04,11170,23010,F,15,HE,30,4.09
202003,老,04,11170,23010,F,20,HE,30,*
202003,老,04,11170,23010,F,20,HW,40,*
202003,老,04,11170,23010,F,25,EH,10,6.05
202003,老,04,11170,23010,F,45,HE,30,3.34
202003,老,04,11170,23010,F,55,HE,10,6.05
202003,老,04,11170,23010,F,60,HE,20,6.05
202003,老,04,11170,23010,M,25,EH,20,*
202003,老,04,11170,23010,M,25,HE,40,*
202003,老,04,11170,23010,M,30,HE,20,4.76
202003,老,04,11170,23010,M,35,HE,20,8.15
202003,老,04,11170,23010,M,40,HE,10,3.02
202003,老,04,11170,23010,M,50,EH,20,3.29
202003,老,04,11170,23010,M,55,WH,10,3.28
202003,老,04,11170,23030,F,35,EH,10,3.04
202003,老,04,11170,23030,M,20,WH,20,5.42
202003,老,04,11170,23030,M,30,EH,20,*
202003,老,04,11170,23030,M,35,EH,40,*
202003,老,04,11170,23030,M,35,WH,60,*
202003,老,04,11170,23030,M,60,EE,10,3.56
202003,老,04,11170,23040,F,50,WH,10,3.16
202003,老,04,11170,23040,M,25,EH,20,4.52
202003,老,04,11170,23040,M,35,EW,20,*
202003,老,04,11170,23050,F,10,EH,20,6
202003,老,04,11170,23050,F,25,WE,20,*
202003,老,04,11170,23050,F,45,EH,10,3.36
202003,老,04,11170,23050,F,45,WH,20,3.36
202003,老,04,11170,23050,F,60,EH,50,3.83
202003,老,04,11170,23050,F,80,EH,20,19.54
202003,老,04,11170,23050,M,25,EH,10,*
202003,老,04,11170,23050,M,30,HE,20,*
202003,老,04,11170,23050,M,30,WH,20,14.41
202003,老,04,11170,23050,M,40,EE,30,3.01
202003,老,04,11170,23050,M,40,WH,10,3.02
202003,老,04,11170,23050,M,45,EH,10,3.18
202003,老,04,11170,23050,M,45,WH,20,3.21
202003,老,04,11170,23050,M,50,HE,10,3.29
202003,老,04,11170,23050,M,50,EW,10,3.3
202003,老,04,11170,23050,M,55,EH,160,3.29
202003,老,04,11170,23050,M,65,EH,20,4.12
202003,老,04,11170,23050,M,70,EH,30,4.65
202003,老,04,11170,23060,F,25,EH,30,6.17
202003,老,04,11170,23060,F,35,WH,20,6.04
202003,老,04,11170,23060,F,40,EH,10,6.05
202003,老,04,11170,23060,F,50,WH,10,9.48
202003,老,04,11170,23060,F,55,EH,20,3.28
202003,老,04,11170,23060,F,60,WE,20,3.81
202003,老,04,11170,23060,F,80,EH,10,19.43
202003,老,04,11170,23060,M,20,EH,30,*
202003,老,04,11170,23060,M,25,EH,40,6.85
202003,老,04,11170,23060,M,25,WH,90,4.57
202003,老,04,11170,23060,M,25,HE,20,*
202003,老,04,11170,23060,M,35,WH,10,6.05
202003,老,04,11170,23060,M,40,WE,20,3.03
202003,老,04,11170,23060,M,40,WH,10,3.01
202003,老,04,11170,23060,M,40,HE,20,3.03
202003,老,04,11170,23060,M,40,EH,20,3.03
202003,老,04,11170,23060,M,45,EH,30,3.21
202003,老,04,11170,23060,M,50,EH,40,3.31
202003,老,04,11170,23060,M,55,EH,160,3.32
202003,老,04,11170,23060,M,55,EW,90,3.3
202003,老,04,11170,23060,M,55,WE,10,3.31
202003,老,04,11170,23060,M,55,WH,10,3.28
202003,老,04,11170,23060,M,60,EH,120,3.52
202003,老,04,11170,23060,M,65,WH,10,4.04
202003,老,04,11170,23070,F,55,EH,10,3.28
202003,老,04,11170,23070,M,25,EH,20,4.54
202003,老,04,11170,23070,M,35,WH,30,*
202003,老,04,11170,23070,M,40,WW,50,3.03
202003,老,04,11170,23070,M,45,HE,10,3.15
202003,老,04,11170,23070,M,60,EH,50,3.56
202003,老,04,11170,23070,M,65,WH,20,4.09
202003,老,04,11170,23080,F,20,WH,10,*
202003,老,04,11170,23080,F,25,EH,40,4.12
202003,老,04,11170,23080,F,30,EH,20,*
202003,老,04,11170,23080,F,40,WH,30,6.92
202003,老,04,11170,23080,M,15,EH,80,4.52
202003,老,04,11170,23080,M,25,EH,30,*
202003,老,04,11170,23080,M,30,EH,70,4.75
202003,老,04,11170,23080,M,50,EW,20,3.3
202003,老,04,11170,23080,M,55,HW,20,3.3
202003,老,04,11170,23080,M,55,EH,30,9.88
202003,老,04,11170,23080,M,60,EH,60,3.55
202003,老,04,11170,23310,M,35,HE,10,*
202003,老,04,11170,25000,M,30,HE,90,*
202003,老,04,11170,29000,M,55,EH,40,3.27
202003,老,04,11170,31011,F,40,EH,20,3.44
202003,老,04,11170,31012,M,35,WH,20,*
202003,老,04,11170,31012,M,60,EE,10,3.54
202003,老,04,11170,31013,M,20,WE,60,6.05
202003,老,04,11170,31014,F,30,EH,80,*
202003,老,04,11170,31014,M,20,EH,20,*
202003,老,04,11170,31021,F,65,HE,30,4.67
202003,老,04,11170,31021,M,25,EH,50,*
202003,老,04,11170,31023,F,20,EE,30,*
202003,老,04,11170,31023,F,25,EH,80,*
202003,老,04,11170,31023,F,30,WH,20,*
202003,老,04,11170,31023,M,50,WH,20,3.28
202003,老,04,11170,31030,F,25,WH,30,*
202003,老,04,11170,31030,F,30,EH,110,*
202003,老,04,11170,31030,F,45,EH,20,6.68
202003,老,04,11170,31030,M,45,EE,40,3.16
202003,老,04,11170,31030,M,50,EW,30,3.31
202003,老,04,11170,31030,M,60,HW,20,3.52
202003,老,04,11170,31030,M,65,EE,20,4.1
202003,老,04,11170,31030,M,70,EH,30,4.64
202003,老,04,11170,31041,F,30,EH,20,*
202003,老,04,11170,31041,M,20,HH,20,*
202003,老,04,11170,31041,M,25,EE,20,4.56
202003,老,04,11170,31041,M,25,EH,30,*
202003,老,04,11170,31041,M,30,EH,20,7.17
202003,老,04,11170,31041,M,50,WH,10,3.31
202003,老,04,11170,31042,F,25,WH,30,*
202003,老,04,11170,31042,F,60,EH,40,3.83
202003,老,04,11170,31042,M,20,EH,20,*
202003,老,04,11170,31042,M,25,EE,20,*
202003,老,04,11170,31042,M,40,EH,10,3.01
202003,老,04,11170,31042,M,45,EE,20,3.17
202003,老,04,11170,31042,M,50,EE,20,3.3
202003,老,04,11170,31050,F,15,EH,10,4.07
202003,老,04,11170,31050,F,15,WH,20,4.07
202003,老,04,11170,31050,F,20,WH,10,4.39
202003,老,04,11170,31050,F,20,EH,30,6.59
202003,老,04,11170,31050,F,20,EE,50,*
202003,老,04,11170,31050,F,25,HH,10,*
202003,老,04,11170,31050,F,25,EH,20,16.5
202003,老,04,11170,31050,F,25,HE,20,*
202003,老,04,11170,31050,F,25,EW,50,*
202003,老,04,11170,31050,F,25,WH,20,*
202003,老,04,11170,31050,F,30,EH,30,7.19
202003,老,04,11170,31050,F,30,EE,20,*
202003,老,04,11170,31050,F,30,HE,10,*
202003,老,04,11170,31050,F,30,WH,20,9.62
202003,老,04,11170,31050,F,35,EH,10,6.1
202003,老,04,11170,31050,F,40,WH,10,3.44
202003,老,04,11170,31050,F,40,EH,10,6.88
202003,老,04,11170,31050,F,45,WH,20,3.33
202003,老,04,11170,31050,F,50,HE,10,6.24
202003,老,04,11170,31050,F,50,WH,20,6.26
202003,老,04,11170,31050,F,50,EH,10,3.13
202003,老,04,11170,31050,F,50,EW,20,3.13
202003,老,04,11170,31050,F,50,EE,20,3.05
202003,老,04,11170,31050,F,55,HE,10,3.28
202003,老,04,11170,31050,F,55,WH,20,9.8
202003,老,04,11170,31050,F,55,WE,20,3.28
202003,老,04,11170,31050,F,55,EH,20,3.26
202003,老,04,11170,31050,F,60,EE,30,3.83
202003,老,04,11170,31050,F,60,EH,30,3.83
202003,老,04,11170,31050,F,65,EE,10,4.7
202003,老,04,11170,31050,F,70,EW,10,5.73
202003,老,04,11170,31050,M,10,WE,10,6.61
202003,老,04,11170,31050,M,20,EH,20,*
202003,老,04,11170,31050,M,20,EW,20,*
202003,老,04,11170,31050,M,20,HE,10,*
202003,老,04,11170,31050,M,25,HW,20,*
202003,老,04,11170,31050,M,25,HE,10,4.58
202003,老,04,11170,31050,M,25,EH,20,6.85
202003,老,04,11170,31050,M,25,WH,20,6.86
202003,老,04,11170,31050,M,25,EE,10,11.37
202003,老,04,11170,31050,M,25,EW,20,*
202003,老,04,11170,31050,M,30,HE,30,4.74
202003,老,04,11170,31050,M,30,EW,10,*
202003,老,04,11170,31050,M,30,WE,40,*
202003,老,04,11170,31050,M,30,EE,20,7.14
202003,老,04,11170,31050,M,30,EH,30,21.59
202003,老,04,11170,31050,M,30,HW,10,*
202003,老,04,11170,31050,M,30,WH,70,*
202003,老,04,11170,31050,M,35,EE,20,5.46
202003,老,04,11170,31050,M,35,WE,10,*
202003,老,04,11170,31050,M,35,WH,10,5.45
202003,老,04,11170,31050,M,35,HH,10,*
202003,老,04,11170,31050,M,40,EH,20,12.07
202003,老,04,11170,31050,M,40,EE,10,3.02
202003,老,04,11170,31050,M,40,WH,30,12.04
202003,老,04,11170,31050,M,45,WH,40,18.78
202003,老,04,11170,31050,M,45,HE,20,6.39
202003,老,04,11170,31050,M,45,EW,10,6.39
202003,老,04,11170,31050,M,45,EH,10,6.36
202003,老,04,11170,31050,M,50,WH,10,15.98
202003,老,04,11170,31050,M,50,EH,10,26.4
202003,老,04,11170,31050,M,55,EH,10,16.5
202003,老,04,11170,31050,M,55,HW,10,9.9
202003,老,04,11170,31050,M,55,EW,10,3.3
202003,老,04,11170,31050,M,55,WH,30,19.8
202003,老,04,11170,31050,M,60,WE,10,7.06
202003,老,04,11170,31050,M,60,WH,10,10.6
202003,老,04,11170,31050,M,60,HW,20,7.07
202003,老,04,11170,31050,M,60,EE,10,3.54
202003,老,04,11170,31050,M,60,EH,70,17.67
202003,老,04,11170,31050,M,60,HH,50,3.53
202003,老,04,11170,31050,M,65,EH,30,12.27
202003,老,04,11170,31050,M,65,EW,10,4.08
202003,老,04,11170,31050,M,70,HE,10,13.98
202003,老,04,11170,31050,M,75,EH,30,11.98
202003,老,04,11170,31060,F,15,EH,10,4.07
202003,老,04,11170,31060,F,15,HE,20,4.07
202003,老,04,11170,31060,F,15,HH,40,4.07
202003,老,04,11170,31060,F,20,EH,10,8.85
202003,老,04,11170,31060,F,20,EE,30,4.4
202003,老,04,11170,31060,F,20,WE,10,*
202003,老,04,11170,31060,F,25,EH,20,*
202003,老,04,11170,31060,F,25,WW,80,*
202003,老,04,11170,31060,F,25,WH,10,10.34
202003,老,04,11170,31060,F,25,EE,30,10.19
202003,老,04,11170,31060,F,25,HW,60,*
202003,老,04,11170,31060,F,30,EE,50,*
202003,老,04,11170,31060,F,30,WH,10,*
202003,老,04,11170,31060,F,30,EH,10,*
202003,老,04,11170,31060,F,30,EW,10,*
202003,老,04,11170,31060,F,35,WH,20,6.08
202003,老,04,11170,31060,F,35,EH,10,6.07
202003,老,04,11170,31060,F,35,EE,10,6
202003,老,04,11170,31060,F,35,HE,60,3.04
202003,老,04,11170,31060,F,35,EW,10,3.04
202003,老,04,11170,31060,F,35,WE,40,3.04
202003,老,04,11170,31060,F,40,EW,10,3.44
202003,老,04,11170,31060,F,40,EH,10,3.46
202003,老,04,11170,31060,F,40,HE,30,3.45
202003,老,04,11170,31060,F,40,WH,10,10.33
202003,老,04,11170,31060,F,45,WH,10,6.65
202003,老,04,11170,31060,F,45,HE,10,3.34
202003,老,04,11170,31060,F,50,HW,20,3.12
202003,老,04,11170,31060,F,50,EH,20,15.5
202003,老,04,11170,31060,F,50,EE,20,3.14
202003,老,04,11170,31060,F,50,WH,10,21.78
202003,老,04,11170,31060,F,55,WH,10,9.8
202003,老,04,11170,31060,F,55,EH,10,3.28
202003,老,04,11170,31060,F,55,HW,10,3.25
202003,老,04,11170,31060,F,55,WE,20,3.28
202003,老,04,11170,31060,F,60,WH,10,3.84
202003,老,04,11170,31060,F,65,WW,20,4.69
202003,老,04,11170,31060,F,65,EH,10,4.66
202003,老,04,11170,31060,F,75,EW,10,8.86
202003,老,04,11170,31060,M,10,EW,10,6.62
202003,老,04,11170,31060,M,15,HE,30,4.52
202003,老,04,11170,31060,M,15,EH,10,4.53
202003,老,04,11170,31060,M,15,EE,40,4.45
202003,老,04,11170,31060,M,20,EW,10,5.42
202003,老,04,11170,31060,M,20,WH,20,10.84
202003,老,04,11170,31060,M,20,EH,40,16.21
202003,老,04,11170,31060,M,20,EE,20,5.41
202003,老,04,11170,31060,M,25,HE,20,*
202003,老,04,11170,31060,M,25,HW,10,*
202003,老,04,11170,31060,M,25,EH,10,20.6
202003,老,04,11170,31060,M,25,EE,10,9.12
202003,老,04,11170,31060,M,25,WE,10,4.56
202003,老,04,11170,31060,M,25,WH,30,6.85
202003,老,04,11170,31060,M,25,HH,30,*
202003,老,04,11170,31060,M,30,HE,10,4.75
202003,老,04,11170,31060,M,30,WH,10,*
202003,老,04,11170,31060,M,30,WE,10,*
202003,老,04,11170,31060,M,30,EE,10,4.69
202003,老,04,11170,31060,M,30,EH,20,36.97
202003,老,04,11170,31060,M,30,WW,30,*
202003,老,04,11170,31060,M,35,EE,40,8.2
202003,老,04,11170,31060,M,35,WE,10,5.46
202003,老,04,11170,31060,M,35,WH,20,10.93
202003,老,04,11170,31060,M,35,HE,10,5.42
202003,老,04,11170,31060,M,35,HW,30,*
202003,老,04,11170,31060,M,35,EH,20,21.85
202003,老,04,11170,31060,M,40,WW,20,6.05
202003,老,04,11170,31060,M,40,EE,60,6.04
202003,老,04,11170,31060,M,40,HW,20,6.03
202003,老,04,11170,31060,M,40,WH,10,27.06
202003,老,04,11170,31060,M,40,EH,10,27.15
202003,老,04,11170,31060,M,45,WH,20,6.36
202003,老,04,11170,31060,M,45,HE,10,3.17
202003,老,04,11170,31060,M,45,EE,30,6.4
202003,老,04,11170,31060,M,45,EH,10,9.55
202003,老,04,11170,31060,M,45,HW,10,3.17
202003,老,04,11170,31060,M,50,EH,10,6.6
202003,老,04,11170,31060,M,50,WH,10,15.98
202003,老,04,11170,31060,M,50,HH,10,3.3
202003,老,04,11170,31060,M,50,EE,40,3.3
202003,老,04,11170,31060,M,50,HW,10,19.84
202003,老,04,11170,31060,M,55,HE,20,6.6
202003,老,04,11170,31060,M,55,WE,10,6.57
202003,老,04,11170,31060,M,55,EE,30,15.95
202003,老,04,11170,31060,M,55,EH,10,16.01
202003,老,04,11170,31060,M,55,WH,30,9.92
202003,老,04,11170,31060,M,60,HW,10,3.53
202003,老,04,11170,31060,M,60,EH,10,3.56
202003,老,04,11170,31060,M,60,WW,20,3.52
202003,老,04,11170,31060,M,60,WE,10,7.06
202003,老,04,11170,31060,M,60,WH,10,3.54
202003,老,04,11170,31060,M,65,WH,10,4.09
202003,老,04,11170,31060,M,65,EH,60,8.18
202003,老,04,11170,31060,M,65,HH,10,4.09
202003,老,04,11170,31060,M,70,WH,10,14
202003,老,04,11170,31060,M,80,EW,20,9.58
202003,老,04,11170,31070,M,30,HE,30,*
202003,老,04,11170,31070,M,55,HE,20,3.29
202003,老,04,11170,31070,M,65,EH,110,4.09
202003,老,04,11170,31080,M,35,EH,10,6.05
202003,老,04,11170,31091,F,20,EH,20,*
202003,老,04,11170,31091,F,25,EH,40,*
202003,老,04,11170,31091,F,25,EE,60,*
202003,老,04,11170,31091,F,35,EH,50,3.06
202003,老,04,11170,31091,F,50,WH,10,3.15
202003,老,04,11170,31091,M,25,EH,210,*
202003,老,04,11170,31091,M,45,HW,20,3.19
202003,老,04,11170,31091,M,45,EH,10,3.21
202003,老,04,11170,31091,M,45,HE,20,3.15
202003,老,04,11170,31091,M,50,EW,20,9.9
202003,老,04,11170,31091,M,55,WH,20,3.32
202003,老,04,11170,31091,M,70,EH,20,4.66
202003,老,04,11170,31092,F,25,EH,30,6.05
202003,老,04,11170,31092,F,25,EE,30,*
202003,老,04,11170,31092,F,30,WH,20,6.05
202003,老,04,11170,31092,M,20,EH,40,*
202003,老,04,11170,31092,M,25,EH,20,*
202003,老,04,11170,31092,M,45,WE,20,3.18
202003,老,04,11170,31092,M,50,HE,20,3.27
202003,老,04,11170,31092,M,55,EH,30,3.3
202003,老,04,11170,31101,F,25,EE,30,*
202003,老,04,11170,31101,F,40,EH,10,3.45
202003,老,04,11170,31101,M,20,EH,10,*
202003,老,04,11170,31101,M,30,WH,10,*
202003,老,04,11170,31101,M,30,EH,30,4.77
202003,老,04,11170,31101,M,30,EE,10,*
202003,老,04,11170,31101,M,40,HH,20,3
202003,老,04,11170,31101,M,50,WH,10,3.29
202003,老,04,11170,31101,M,50,HW,10,6.62
202003,老,04,11170,31101,M,55,EE,40,3.3
202003,老,04,11170,31101,M,70,WE,10,4.67
202003,老,04,11170,31101,M,70,HW,10,4.65
202003,老,04,11170,31103,F,40,EH,20,3.45
202003,老,04,11170,31103,F,50,WH,40,3.13
202003,老,04,11170,31103,F,60,HE,10,3.79
202003,老,04,11170,31103,M,25,EH,20,*
202003,老,04,11170,31103,M,25,EW,20,*
202003,老,04,11170,31103,M,25,WW,20,*
202003,老,04,11170,31103,M,35,EE,20,*
202003,老,04,11170,31103,M,55,WH,10,6.54
202003,老,04,11170,31103,M,55,EH,50,3.29
202003,老,04,11170,31104,F,20,EH,60,*
202003,老,04,11170,31104,M,15,EH,20,4.56
202003,老,04,11170,31104,M,30,EW,70,*
202003,老,04,11170,31104,M,40,EW,10,3.02
202003,老,04,11170,31104,M,50,WH,10,3.29
202003,老,04,11170,31104,M,55,EH,30,3.33
202003,老,04,11170,31110,F,60,WE,110,3.83
202003,老,04,11170,31110,M,50,EH,130,3.29
202003,老,04,11170,31120,M,20,EE,90,*
202003,老,04,11170,31120,M,25,EH,10,*
202003,老,04,11170,31120,M,30,EH,20,*
202003,老,04,11170,31130,F,35,EH,30,3.04
202003,老,04,11170,31130,M,45,EH,20,6.44
202003,老,04,11170,31130,M,60,EH,30,3.5
202003,老,04,11170,31140,M,20,EH,20,5.43
202003,老,04,11170,31140,M,50,EE,30,3.31
202003,老,04,11170,31140,M,50,WE,10,3.3
202003,老,04,11170,31140,M,55,EE,30,3.17
202003,老,04,11170,31140,M,60,EE,30,3.55
202003,老,04,11170,31150,F,20,EH,10,*
202003,老,04,11170,31150,F,25,EE,30,*
202003,老,04,11170,31150,F,30,HW,10,4.78
202003,老,04,11170,31150,F,35,EH,70,3.07
202003,老,04,11170,31150,F,45,EH,10,6.05
202003,老,04,11170,31150,M,15,EH,30,4.56
202003,老,04,11170,31150,M,15,WH,10,4.56
202003,老,04,11170,31150,M,15,EE,10,4.52
202003,老,04,11170,31150,M,20,WH,30,*
202003,老,04,11170,31150,M,25,EH,40,4.58
202003,老,04,11170,31150,M,25,EE,40,*
202003,老,04,11170,31150,M,30,EH,30,4.76
202003,老,04,11170,31150,M,30,WH,20,*
202003,老,04,11170,31150,M,30,WE,10,*
202003,老,04,11170,31150,M,35,EH,40,5.46
202003,老,04,11170,31150,M,35,EE,30,5.48
202003,老,04,11170,31150,M,40,EH,10,3.03
202003,老,04,11170,31150,M,40,HW,10,3
202003,老,04,11170,31150,M,40,EW,10,3.04
202003,老,04,11170,31150,M,45,WH,100,6.31
202003,老,04,11170,31150,M,50,EE,50,6.63
202003,老,04,11170,31150,M,50,HW,20,3.3
202003,老,04,11170,31150,M,60,HW,20,3.53
202003,老,04,11170,31150,M,60,EE,20,3.53
202003,老,04,11170,31150,M,65,EE,10,6.05
202003,老,04,11170,31150,M,65,HW,10,4.08
202003,老,04,11170,31160,F,20,EH,20,*
202003,老,04,11170,31160,F,20,EE,40,*
202003,老,04,11170,31160,F,25,EH,40,*
202003,老,04,11170,31160,F,25,EE,20,*
202003,老,04,11170,31160,M,25,EH,230,*
202003,老,04,11170,31160,M,30,EH,20,*
202003,老,04,11170,31160,M,45,EH,80,3.18
202003,老,04,11170,31160,M,55,HW,20,3.29
202003,老,04,11170,31170,F,20,WH,20,*
202003,老,04,11170,31170,F,25,EH,20,*
202003,老,04,11170,31170,F,35,EH,20,3.06
202003,老,04,11170,31170,M,35,EE,20,*
202003,老,04,11170,31170,M,50,HE,10,3.3
202003,老,04,11170,31170,M,60,WH,10,3.54
202003,老,04,11170,31180,M,20,EE,30,*
202003,老,04,11170,31180,M,60,EH,20,3.52
202003,老,04,11170,31191,M,30,EW,80,*
202003,老,04,11170,31191,M,45,HE,20,3.19
202003,老,04,11170,31192,M,60,EE,70,3.54
202003,老,04,11170,31193,F,25,EH,10,*
202003,老,04,11170,31193,M,35,EH,40,*
202003,老,04,11170,31193,M,45,HE,30,3.18
202003,老,04,11170,31193,M,50,WH,50,3.3
202003,老,04,11170,31200,M,30,EH,30,*
202003,老,04,11170,31200,M,45,EH,40,3.18
202003,老,04,11170,31200,M,45,HH,10,6.38
202003,老,04,11170,31210,M,20,EH,10,*
202003,老,04,11170,31220,M,00,WE,20,36.03
202003,老,04,11170,31230,F,20,EE,30,*
202003,老,04,11170,31230,F,50,WH,10,3.15
202003,老,04,11170,31230,F,60,WH,30,3.82
202003,老,04,11170,31230,F,60,EW,40,3.74
202003,老,04,11170,31230,M,20,EH,20,*
202003,老,04,11170,31230,M,35,EE,20,*
202003,老,04,11170,31230,M,35,WH,160,*
202003,老,04,11170,31230,M,50,EH,10,6.05
202003,老,04,11170,31230,M,50,HW,30,3.29
202003,老,04,11170,31230,M,60,HE,10,3.49
202003,老,04,11170,31240,F,25,EE,40,*
202003,老,04,11170,31240,M,35,EE,40,*
202003,老,04,11170,31240,M,50,WW,20,3.3
202003,老,04,11170,31240,M,50,WE,20,6.6
202003,老,04,11170,31240,M,55,WH,40,3.27
202003,老,04,11170,31240,M,55,HW,20,3.31
202003,老,04,11170,31240,M,60,EE,50,3.53
202003,老,04,11170,31250,M,20,EH,20,*
202003,老,04,11170,31250,M,35,EH,30,*
202003,老,04,11170,31250,M,65,EH,130,4.08
202003,老,04,11170,31270,M,30,EH,30,*
202003,老,04,11170,31270,M,65,EW,60,4.08
202003,老,04,11170,31280,F,40,HE,10,3.4
202003,老,04,11170,31280,M,75,HE,10,5.97
202003,老,04,11170,32000,F,45,HE,80,3.35
202003,老,04,11170,32000,M,55,HE,80,3.32
202003,老,04,11170,33000,M,45,WH,50,3.17
202003,老,04,11170,33000,M,60,EE,40,3.58
202003,老,04,11170,34000,M,25,HE,40,*
202003,老,04,11170,34000,M,50,EW,30,6.05
202003,老,04,11170,35000,M,30,EH,110,*
202003,老,04,11170,36000,F,25,EH,140,*
202003,老,04,11170,36000,M,30,WE,130,*
202003,老,04,11170,38000,M,35,EH,100,*
202003,老,04,11170,38000,M,45,EE,100,3.19
202003,老,04,11180,11010,M,30,EH,40,*
202003,老,04,11180,11020,F,25,EW,30,*
202003,老,04,11180,11020,F,25,EH,20,*
202003,老,04,11180,11020,M,25,EH,20,*
202003,老,04,11180,11020,M,30,HW,20,*
202003,老,04,11180,11020,M,30,EW,20,*
202003,老,04,11180,11030,F,20,WH,30,6.51
202003,老,04,11180,11030,F,25,EH,20,4.12
202003,老,04,11180,11030,F,25,HE,10,*
202003,老,04,11180,11030,M,30,WH,20,4.72
202003,老,04,11180,11030,M,40,HW,10,*
202003,老,04,11180,11030,M,50,EE,20,3.31
202003,老,04,11180,11030,M,50,WH,20,3.28
202003,老,04,11180,11030,M,55,HE,150,3.28
202003,老,04,11180,11040,F,35,EH,20,3.03
202003,老,04,11180,11040,M,20,EE,20,6.05
202003,老,04,11180,11040,M,25,EE,10,6.05
202003,老,04,11180,11040,M,30,WE,30,*
202003,老,04,11180,11040,M,35,EE,40,*
202003,老,04,11180,11040,M,40,WH,40,3
202003,老,04,11180,11040,M,45,EE,20,6.36
202003,老,04,11180,11050,F,25,EE,30,*
202003,老,04,11180,11050,M,30,EH,30,*
202003,老,04,11180,11050,M,55,WH,20,9.93
202003,老,04,11180,11050,M,60,EE,20,3.53
202003,老,04,11180,11060,M,25,WE,20,6.69
202003,老,04,11180,11060,M,30,EH,20,*
202003,老,04,11180,11060,M,35,EH,20,*
202003,老,04,11180,11060,M,55,HE,20,3.3
202003,老,04,11180,11060,M,55,EE,70,3.3
202003,老,04,11180,11070,M,50,EH,20,6.6
202003,老,04,11180,11080,F,30,HH,40,*
202003,老,04,11180,11080,M,25,EH,30,*
202003,老,04,11180,11080,M,35,WH,20,*
202003,老,04,11180,11080,M,40,EH,20,*
202003,老,04,11180,11080,M,60,EH,140,3.52
202003,老,04,11180,11090,F,55,EH,10,3.27
202003,老,04,11180,11090,M,55,EE,120,3.29
202003,老,04,11180,11110,F,25,EH,110,*
202003,老,04,11180,11110,M,25,EH,20,*
202003,老,04,11180,11110,M,45,WH,30,6.38
202003,老,04,11180,11110,M,55,EH,20,3.29
202003,老,04,11180,11110,M,55,EE,120,3.29
202003,老,04,11180,11120,F,20,EH,20,*
202003,老,04,11180,11120,M,25,EH,20,4.56
202003,老,04,11180,11120,M,30,EH,10,6.05
202003,老,04,11180,11120,M,35,EH,30,10.92
202003,老,04,11180,11120,M,40,WH,20,3.01
202003,老,04,11180,11120,M,40,EH,10,5.98
202003,老,04,11180,11120,M,50,EH,10,3.3
202003,老,04,11180,11120,M,55,EH,120,6.6
202003,老,04,11180,11120,M,60,WH,20,3.53
202003,老,04,11180,11120,M,75,HH,10,5.97
202003,老,04,11180,11130,M,25,EH,20,4.56
202003,老,04,11180,11130,M,55,EH,30,3.21
202003,老,04,11180,11130,M,60,EH,60,3.51
202003,老,04,11180,11140,F,30,EH,20,*
202003,老,04,11180,11140,F,35,EH,10,3.03
202003,老,04,11180,11140,F,45,WE,10,3.35
202003,老,04,11180,11140,M,25,WE,20,*
202003,老,04,11180,11140,M,25,EH,10,*
202003,老,04,11180,11140,M,25,EE,10,8.3
202003,老,04,11180,11140,M,35,EE,30,*
202003,老,04,11180,11140,M,40,WH,20,*
202003,老,04,11180,11140,M,45,WE,140,3.18
202003,老,04,11180,11140,M,60,WH,10,3.53
202003,老,04,11180,11150,F,20,EH,10,*
